<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Si;5;20260213;193000;76780;76780;76758;76763;352
Si;5;20260213;193500;76765;76765;76650;76679;1889
Si;5;20260213;194000;76679;76708;76642;76692;2143
Si;5;20260213;194500;76695;76697;76605;76614;2865
Si;5;20260213;195000;76615;76663;76612;76645;1049
Si;5;20260213;195500;76644;76645;76603;76644;1296
Si;5;20260213;200000;76637;76689;76628;76687;1013
Si;5;20260213;200500;76686;76697;76661;76669;648
Si;5;20260213;201000;76669;76682;76641;76656;1158
Si;5;20260213;201500;76657;76661;76647;76659;364
Si;5;20260213;202000;76659;76705;76659;76680;1157
Si;5;20260213;202500;76681;76689;76675;76689;187
Si;5;20260213;203000;76690;76695;76678;76689;197
Si;5;20260213;203500;76689;76696;76683;76696;270
Si;5;20260213;204000;76694;76696;76663;76667;680
Si;5;20260213;204500;76666;76698;76662;76693;454
Si;5;20260213;205000;76693;76719;76693;76705;293
Si;5;20260213;205500;76705;76707;76696;76705;471
Si;5;20260213;210000;76706;76751;76702;76743;716
Si;5;20260213;210500;76741;76769;76741;76769;344
Si;5;20260213;211000;76769;76773;76753;76764;329
Si;5;20260213;211500;76764;76768;76759;76759;135
Si;5;20260213;212000;76759;76789;76759;76775;294
Si;5;20260213;212500;76775;76786;76763;76764;207
Si;5;20260213;213000;76764;76781;76762;76781;301
Si;5;20260213;213500;76780;76794;76779;76791;386
Si;5;20260213;214000;76793;76808;76792;76800;762
Si;5;20260213;214500;76801;76810;76800;76801;447
Si;5;20260213;215000;76800;76822;76791;76804;760
Si;5;20260213;215500;76804;76811;76791;76792;387
Si;5;20260213;220000;76792;76798;76787;76787;301
Si;5;20260213;220500;76786;76799;76786;76796;425
Si;5;20260213;221000;76798;76799;76788;76790;147
Si;5;20260213;221500;76789;76790;76785;76789;144
Si;5;20260213;222000;76788;76797;76785;76793;225
Si;5;20260213;222500;76789;76798;76787;76797;230
Si;5;20260213;223000;76794;76799;76791;76797;225
Si;5;20260213;223500;76796;76797;76793;76796;221
Si;5;20260213;224000;76795;76810;76793;76810;444
Si;5;20260213;224500;76804;76810;76804;76810;167
Si;5;20260213;225000;76809;76810;76804;76807;132
Si;5;20260213;225500;76808;76809;76792;76795;272
Si;5;20260213;230000;76795;76817;76795;76814;488
Si;5;20260213;230500;76817;76819;76804;76817;213
Si;5;20260213;231000;76817;76818;76812;76812;204
Si;5;20260213;231500;76814;76818;76804;76818;252
Si;5;20260213;232000;76817;76818;76807;76812;256
Si;5;20260213;232500;76811;76811;76785;76788;408
Si;5;20260213;233000;76793;76803;76788;76794;496
Si;5;20260213;233500;76791;76798;76785;76787;513
Si;5;20260213;234000;76787;76798;76764;76775;587
Si;5;20260213;234500;76778;76798;76753;76797;998
Si;5;20260216;085500;76741;76758;76741;76755;221
Si;5;20260216;090000;76741;76743;76578;76672;8270
Si;5;20260216;090500;76668;76720;76642;76657;5046
Si;5;20260216;091000;76660;76732;76653;76680;3708
Si;5;20260216;091500;76680;76702;76663;76698;1279
Si;5;20260216;092000;76694;76710;76672;76683;1090
Si;5;20260216;092500;76695;76714;76684;76707;865
Si;5;20260216;093000;76701;76725;76699;76725;829
Si;5;20260216;093500;76719;76750;76697;76721;1510
Si;5;20260216;094000;76717;76739;76696;76731;1227
Si;5;20260216;094500;76730;76762;76717;76724;1086
Si;5;20260216;095000;76724;76729;76704;76729;587
Si;5;20260216;095500;76728;76742;76719;76742;688
Si;5;20260216;100000;76739;76857;76724;76777;11076
Si;5;20260216;100500;76778;76876;76695;76696;9246
Si;5;20260216;101000;76695;76696;76507;76513;15666
Si;5;20260216;101500;76512;76569;76400;76544;17394
Si;5;20260216;102000;76544;76627;76519;76531;7876
Si;5;20260216;102500;76531;76620;76525;76528;6830
Si;5;20260216;103000;76527;76585;76527;76571;3439
Si;5;20260216;103500;76573;76580;76499;76519;5510
Si;5;20260216;104000;76514;76578;76503;76535;4191
Si;5;20260216;104500;76536;76591;76536;76586;1712
Si;5;20260216;105000;76585;76589;76552;76582;2188
Si;5;20260216;105500;76580;76592;76532;76558;2240
Si;5;20260216;110000;76557;76562;76452;76457;4442
Si;5;20260216;110500;76459;76471;76442;76464;3695
Si;5;20260216;111000;76462;76496;76454;76487;2755
Si;5;20260216;111500;76487;76547;76483;76540;4913
Si;5;20260216;112000;76539;76723;76523;76684;11552
Si;5;20260216;112500;76681;76767;76665;76667;7785
Si;5;20260216;113000;76667;76704;76640;76660;4195
Si;5;20260216;113500;76660;76674;76601;76625;3563
Si;5;20260216;114000;76621;76622;76565;76572;2869
Si;5;20260216;114500;76572;76619;76568;76605;2906
Si;5;20260216;115000;76605;76640;76597;76630;1402
Si;5;20260216;115500;76630;76634;76585;76598;2315
Si;5;20260216;120000;76599;76630;76569;76621;3384
Si;5;20260216;120500;76621;76640;76580;76609;3601
Si;5;20260216;121000;76610;76663;76542;76643;5313
Si;5;20260216;121500;76642;76736;76642;76671;5113
Si;5;20260216;122000;76672;76724;76672;76713;3426
Si;5;20260216;122500;76713;76778;76710;76713;6913
Si;5;20260216;123000;76714;76746;76703;76721;2980
Si;5;20260216;123500;76721;76744;76644;76707;9070
Si;5;20260216;124000;76706;76740;76658;76720;3601
Si;5;20260216;124500;76716;76730;76696;76699;2948
Si;5;20260216;125000;76700;76761;76651;76692;6088
Si;5;20260216;125500;76696;76761;76696;76740;2665
Si;5;20260216;130000;76749;76938;76749;76867;26056
Si;5;20260216;130500;76865;76974;76865;76896;9954
Si;5;20260216;131000;76897;76963;76897;76928;6989
Si;5;20260216;131500;76929;76950;76884;76889;6558
Si;5;20260216;132000;76891;76900;76814;76828;6202
Si;5;20260216;132500;76834;76918;76825;76900;5789
Si;5;20260216;133000;76899;76918;76786;76786;4063
Si;5;20260216;133500;76785;76802;76689;76729;6638
Si;5;20260216;134000;76735;76745;76686;76708;4194
Si;5;20260216;134500;76709;76714;76648;76672;3921
Si;5;20260216;135000;76668;76689;76610;76687;4234
Si;5;20260216;135500;76689;76705;76671;76691;1649
Si;5;20260216;140500;76688;76713;76625;76659;4676
Si;5;20260216;141000;76660;76660;76577;76613;4437
Si;5;20260216;141500;76612;76637;76578;76610;3600
Si;5;20260216;142000;76610;76708;76609;76678;3844
Si;5;20260216;142500;76679;76700;76646;76648;1369
Si;5;20260216;143000;76653;76666;76631;76643;1287
Si;5;20260216;143500;76642;76677;76635;76657;851
Si;5;20260216;144000;76657;76667;76617;76651;1986
Si;5;20260216;144500;76650;76672;76640;76652;2438
Si;5;20260216;145000;76653;76671;76653;76664;584
Si;5;20260216;145500;76665;76687;76650;76680;2039
Si;5;20260216;150000;76675;76680;76472;76499;8861
Si;5;20260216;150500;76498;76658;76450;76600;21450
Si;5;20260216;151000;76597;76611;76525;76546;4622
Si;5;20260216;151500;76545;76657;76536;76627;8081
Si;5;20260216;152000;76628;76676;76577;76624;5267
Si;5;20260216;152500;76626;76632;76594;76625;1844
Si;5;20260216;153000;76622;76673;76601;76646;2282
Si;5;20260216;153500;76647;76718;76614;76656;4237
Si;5;20260216;154000;76658;76687;76592;76607;5013
Si;5;20260216;154500;76606;76634;76596;76634;2261
Si;5;20260216;155000;76633;76646;76614;76620;1957
Si;5;20260216;155500;76622;76667;76620;76640;2269
Si;5;20260216;160000;76645;76655;76590;76607;1817
Si;5;20260216;160500;76606;76621;76575;76618;2198
Si;5;20260216;161000;76617;76617;76588;76605;1818
Si;5;20260216;161500;76604;76621;76594;76608;1599
Si;5;20260216;162000;76607;76632;76587;76593;2494
Si;5;20260216;162500;76595;76628;76588;76626;771
Si;5;20260216;163000;76626;76652;76587;76591;2909
Si;5;20260216;163500;76590;76743;76582;76740;7774
Si;5;20260216;164000;76740;76800;76735;76790;7834
Si;5;20260216;164500;76790;76829;76786;76803;5214
Si;5;20260216;165000;76804;76820;76780;76809;5728
Si;5;20260216;165500;76799;76825;76795;76809;3777
Si;5;20260216;170000;76809;76893;76809;76876;8136
Si;5;20260216;170500;76877;76933;76859;76933;6389
Si;5;20260216;171000;76929;76995;76882;76887;14729
Si;5;20260216;171500;76894;76899;76820;76872;5992
Si;5;20260216;172000;76871;76871;76761;76791;3654
Si;5;20260216;172500;76789;76908;76766;76900;6288
Si;5;20260216;173000;76901;76978;76900;76950;8050
Si;5;20260216;173500;76955;77026;76955;76999;8097
Si;5;20260216;174000;76997;77012;76926;76966;4783
Si;5;20260216;174500;76969;76978;76926;76948;4743
Si;5;20260216;175000;76952;76963;76911;76924;2488
Si;5;20260216;175500;76924;76953;76924;76926;2398
Si;5;20260216;180000;76926;76964;76886;76891;3510
Si;5;20260216;180500;76891;76925;76855;76869;3982
Si;5;20260216;181000;76868;76912;76863;76898;2212
Si;5;20260216;181500;76897;76927;76884;76903;1869
Si;5;20260216;182000;76901;76913;76887;76898;835
Si;5;20260216;182500;76899;76907;76860;76890;1888
Si;5;20260216;183000;76889;76965;76884;76936;2887
Si;5;20260216;183500;76934;76960;76915;76947;1651
Si;5;20260216;184000;76947;76948;76921;76921;1029
Si;5;20260216;184500;76918;76919;76888;76905;1846
Si;5;20260216;190500;76920;76944;76892;76917;513
Si;5;20260216;191000;76920;76926;76908;76911;254
Si;5;20260216;191500;76911;76914;76903;76905;428
Si;5;20260216;192000;76904;76905;76815;76838;1137
Si;5;20260216;192500;76837;76843;76822;76827;590
Si;5;20260216;193000;76828;76846;76827;76835;291
Si;5;20260216;193500;76835;76856;76834;76846;264
Si;5;20260216;194000;76851;76871;76842;76850;246
Si;5;20260216;194500;76849;76860;76845;76860;58
Si;5;20260216;195000;76858;76858;76848;76848;74
Si;5;20260216;195500;76856;76895;76842;76895;402
Si;5;20260216;200000;76894;76895;76859;76874;235
Si;5;20260216;200500;76874;76879;76873;76876;119
Si;5;20260216;201000;76875;76875;76851;76869;179
Si;5;20260216;201500;76867;76867;76852;76853;209
Si;5;20260216;202000;76853;76857;76845;76855;122
Si;5;20260216;202500;76855;76856;76844;76845;72
Si;5;20260216;203000;76855;76856;76840;76845;90
Si;5;20260216;203500;76843;76845;76842;76845;66
Si;5;20260216;204000;76843;76845;76837;76837;168
Si;5;20260216;204500;76842;76842;76832;76840;247
Si;5;20260216;205000;76839;76840;76832;76833;152
Si;5;20260216;205500;76837;76838;76828;76838;112
Si;5;20260216;210000;76837;76837;76811;76829;762
Si;5;20260216;210500;76825;76828;76804;76806;299
Si;5;20260216;211000;76806;76808;76802;76803;198
Si;5;20260216;211500;76804;76808;76803;76808;208
Si;5;20260216;212000;76808;76820;76807;76817;165
Si;5;20260216;212500;76817;76831;76801;76818;337
Si;5;20260216;213000;76810;76823;76804;76812;170
Si;5;20260216;213500;76810;76815;76810;76815;46
Si;5;20260216;214000;76814;76829;76805;76813;182
Si;5;20260216;214500;76814;76814;76797;76798;497
Si;5;20260216;215000;76798;76804;76798;76803;196
Si;5;20260216;215500;76803;76879;76800;76878;599
Si;5;20260216;220000;76874;76887;76860;76864;351
Si;5;20260216;220500;76864;76864;76829;76829;144
Si;5;20260216;221000;76824;76851;76818;76840;345
Si;5;20260216;221500;76849;76850;76834;76834;109
Si;5;20260216;222000;76833;76840;76822;76825;178
Si;5;20260216;222500;76824;76824;76817;76818;84
Si;5;20260216;223000;76819;76829;76819;76824;19
Si;5;20260216;223500;76824;76824;76805;76808;443
Si;5;20260216;224000;76808;76808;76804;76808;35
Si;5;20260216;224500;76808;76811;76800;76800;544
Si;5;20260216;225000;76798;76800;76797;76797;101
Si;5;20260216;225500;76799;76799;76790;76795;176
Si;5;20260216;230000;76792;76792;76783;76787;202
Si;5;20260216;230500;76787;76797;76786;76797;117
Si;5;20260216;231000;76797;76810;76797;76802;37
Si;5;20260216;231500;76804;76814;76800;76800;99
Si;5;20260216;232000;76800;76804;76794;76800;82
Si;5;20260216;232500;76802;76805;76795;76800;112
Si;5;20260216;233000;76795;76804;76792;76802;393
Si;5;20260216;233500;76804;76807;76793;76801;157
Si;5;20260216;234000;76801;76805;76792;76799;138
Si;5;20260216;234500;76800;76807;76796;76796;318
Si;5;20260217;085500;76796;76796;76796;76796;17
Si;5;20260217;090000;76797;76850;76766;76774;5438
Si;5;20260217;090500;76775;76821;76770;76821;1626
Si;5;20260217;091000;76820;76843;76793;76795;1107
Si;5;20260217;091500;76795;76852;76792;76844;1234
Si;5;20260217;092000;76845;76866;76826;76842;1059
Si;5;20260217;092500;76847;76875;76842;76875;498
Si;5;20260217;093000;76875;76894;76847;76854;1065
Si;5;20260217;093500;76852;76874;76848;76874;378
Si;5;20260217;094000;76876;76880;76857;76872;430
Si;5;20260217;094500;76872;76908;76864;76888;1463
Si;5;20260217;095000;76885;76894;76873;76882;549
Si;5;20260217;095500;76876;76884;76858;76860;474
Si;5;20260217;100000;76866;76999;76811;76946;9084
Si;5;20260217;100500;76946;76970;76767;76810;7815
Si;5;20260217;101000;76803;76886;76734;76850;8629
Si;5;20260217;101500;76849;76913;76816;76855;6224
Si;5;20260217;102000;76854;76890;76854;76876;1399
Si;5;20260217;102500;76873;76882;76817;76846;4323
Si;5;20260217;103000;76845;76943;76834;76901;5619
Si;5;20260217;103500;76901;76935;76875;76876;4170
Si;5;20260217;104000;76876;76876;76848;76852;2621
Si;5;20260217;104500;76853;76875;76829;76848;2740
Si;5;20260217;105000;76847;76889;76800;76889;5188
Si;5;20260217;105500;76888;76892;76762;76807;5725
Si;5;20260217;110000;76806;76818;76765;76767;5501
Si;5;20260217;110500;76771;76771;76702;76732;8603
Si;5;20260217;111000;76733;76777;76712;76755;3727
Si;5;20260217;111500;76753;76764;76744;76751;2102
Si;5;20260217;112000;76752;76782;76743;76763;2884
Si;5;20260217;112500;76763;76790;76721;76765;4220
Si;5;20260217;113000;76764;76765;76709;76713;3408
Si;5;20260217;113500;76714;76745;76701;76727;4573
Si;5;20260217;114000;76726;76737;76665;76710;7383
Si;5;20260217;114500;76710;76719;76664;76688;3771
Si;5;20260217;115000;76682;76682;76639;76663;4443
Si;5;20260217;115500;76662;76699;76641;76683;3333
Si;5;20260217;120000;76680;76681;76592;76628;8348
Si;5;20260217;120500;76626;76680;76594;76664;7805
Si;5;20260217;121000;76660;76702;76641;76699;2870
Si;5;20260217;121500;76700;76723;76681;76697;6671
Si;5;20260217;122000;76698;76709;76642;76669;3323
Si;5;20260217;122500;76670;76671;76605;76606;4968
Si;5;20260217;123000;76606;76608;76523;76565;12192
Si;5;20260217;123500;76565;76610;76537;76606;7878
Si;5;20260217;124000;76606;76637;76575;76634;6945
Si;5;20260217;124500;76634;76740;76612;76651;17785
Si;5;20260217;125000;76650;76699;76630;76693;3437
Si;5;20260217;125500;76692;76699;76634;76634;3221
Si;5;20260217;130000;76633;76684;76630;76663;6942
Si;5;20260217;130500;76661;76710;76632;76701;11932
Si;5;20260217;131000;76702;76703;76650;76692;6204
Si;5;20260217;131500;76694;76710;76680;76682;4514
Si;5;20260217;132000;76683;76685;76585;76630;11097
Si;5;20260217;132500;76630;76641;76580;76630;8995
Si;5;20260217;133000;76629;76635;76600;76605;3947
Si;5;20260217;133500;76601;76648;76581;76638;4960
Si;5;20260217;134000;76635;76651;76624;76630;3336
Si;5;20260217;134500;76630;76636;76588;76609;8192
Si;5;20260217;135000;76603;76651;76600;76636;4040
Si;5;20260217;135500;76637;76652;76601;76609;4950
Si;5;20260217;140500;76609;76653;76602;76640;5096
Si;5;20260217;141000;76639;76644;76609;76632;2957
Si;5;20260217;141500;76632;76676;76628;76668;4904
Si;5;20260217;142000;76669;76693;76649;76693;2799
Si;5;20260217;142500;76693;76700;76650;76666;3344
Si;5;20260217;143000;76668;76680;76647;76649;3399
Si;5;20260217;143500;76648;76665;76618;76663;4117
Si;5;20260217;144000;76663;76666;76643;76644;2213
Si;5;20260217;144500;76645;76654;76629;76644;2859
Si;5;20260217;145000;76644;76680;76637;76655;5335
Si;5;20260217;145500;76658;76688;76650;76671;3493
Si;5;20260217;150000;76672;76675;76615;76629;3195
Si;5;20260217;150500;76628;76648;76617;76642;2377
Si;5;20260217;151000;76643;76643;76609;76629;3790
Si;5;20260217;151500;76629;76672;76627;76650;5752
Si;5;20260217;152000;76651;76668;76624;76627;2041
Si;5;20260217;152500;76626;76649;76624;76643;2102
Si;5;20260217;153000;76642;76648;76610;76619;2657
Si;5;20260217;153500;76619;76624;76583;76619;4821
Si;5;20260217;154000;76619;76667;76610;76611;5252
Si;5;20260217;154500;76611;76612;76503;76529;15293
Si;5;20260217;155000;76526;76542;76479;76512;6707
Si;5;20260217;155500;76512;76567;76492;76517;7121
Si;5;20260217;160000;76517;76517;76480;76487;5581
Si;5;20260217;160500;76487;76543;76484;76539;2662
Si;5;20260217;161000;76536;76572;76533;76561;1691
Si;5;20260217;161500;76555;76560;76528;76542;1982
Si;5;20260217;162000;76538;76550;76527;76538;1055
Si;5;20260217;162500;76541;76541;76451;76451;4079
Si;5;20260217;163000;76454;76455;76322;76405;19597
Si;5;20260217;163500;76405;76405;76330;76341;6629
Si;5;20260217;164000;76341;76349;76232;76284;14838
Si;5;20260217;164500;76283;76324;76253;76306;11098
Si;5;20260217;165000;76308;76317;76209;76247;11075
Si;5;20260217;165500;76247;76273;76190;76225;21273
Si;5;20260217;170000;76222;76223;76081;76184;34983
Si;5;20260217;170500;76185;76234;76175;76230;12305
Si;5;20260217;171000;76230;76236;76161;76171;12403
Si;5;20260217;171500;76171;76264;76147;76230;14056
Si;5;20260217;172000;76230;76234;76162;76185;6616
Si;5;20260217;172500;76185;76216;76087;76146;6312
Si;5;20260217;173000;76145;76205;76140;76160;5040
Si;5;20260217;173500;76161;76295;76161;76269;13026
Si;5;20260217;174000;76269;76278;76210;76251;4200
Si;5;20260217;174500;76252;76265;76218;76249;2571
Si;5;20260217;175000;76249;76275;76235;76254;3418
Si;5;20260217;175500;76254;76291;76250;76275;1873
Si;5;20260217;180000;76274;76295;76247;76278;2388
Si;5;20260217;180500;76278;76288;76242;76254;3861
Si;5;20260217;181000;76254;76266;76218;76241;4572
Si;5;20260217;181500;76241;76255;76234;76246;2709
Si;5;20260217;182000;76246;76246;76184;76207;3141
Si;5;20260217;182500;76207;76239;76194;76203;2738
Si;5;20260217;183000;76203;76215;76189;76192;2039
Si;5;20260217;183500;76192;76206;76160;76164;1796
Si;5;20260217;184000;76164;76188;76155;76176;1886
Si;5;20260217;184500;76174;76178;76140;76149;2330
Si;5;20260217;190500;76171;76193;76122;76123;1441
Si;5;20260217;191000;76129;76156;76126;76155;1398
Si;5;20260217;191500;76155;76155;76102;76105;1125
Si;5;20260217;192000;76104;76104;76037;76064;3968
Si;5;20260217;192500;76064;76070;76050;76053;1372
Si;5;20260217;193000;76053;76078;76020;76059;2558
Si;5;20260217;193500;76058;76084;76056;76065;1777
Si;5;20260217;194000;76064;76065;76032;76040;1237
Si;5;20260217;194500;76037;76055;76034;76055;968
Si;5;20260217;195000;76055;76055;76050;76054;318
Si;5;20260217;195500;76054;76055;76044;76054;409
Si;5;20260217;200000;76053;76068;76038;76066;924
Si;5;20260217;200500;76067;76070;76043;76043;1051
Si;5;20260217;201000;76058;76065;76037;76045;869
Si;5;20260217;201500;76043;76043;76020;76035;1470
Si;5;20260217;202000;76036;76050;76030;76041;472
Si;5;20260217;202500;76041;76064;76038;76059;562
Si;5;20260217;203000;76060;76069;76055;76063;347
Si;5;20260217;203500;76064;76074;76061;76069;389
Si;5;20260217;204000;76071;76080;76071;76072;470
Si;5;20260217;204500;76072;76079;76059;76069;472
Si;5;20260217;205000;76075;76094;76064;76064;579
Si;5;20260217;205500;76064;76065;76023;76044;692
Si;5;20260217;210000;76045;76060;76040;76041;219
Si;5;20260217;210500;76044;76047;76035;76037;340
Si;5;20260217;211000;76036;76043;76034;76043;232
Si;5;20260217;211500;76043;76062;76042;76044;567
Si;5;20260217;212000;76045;76045;76016;76017;1573
Si;5;20260217;212500;76016;76026;76016;76026;403
Si;5;20260217;213000;76024;76024;76015;76023;301
Si;5;20260217;213500;76023;76024;76015;76018;553
Si;5;20260217;214000;76018;76018;76000;76000;1690
Si;5;20260217;214500;76000;76002;75964;75994;3216
Si;5;20260217;215000;75993;76009;75993;76005;751
Si;5;20260217;215500;76006;76006;75990;76000;473
Si;5;20260217;220000;76001;76001;75988;75994;400
Si;5;20260217;220500;75995;75998;75990;75991;359
Si;5;20260217;221000;75992;75992;75977;75977;281
Si;5;20260217;221500;75977;75985;75920;75965;2011
Si;5;20260217;222000;75971;75976;75951;75951;767
Si;5;20260217;222500;75956;75973;75951;75970;345
Si;5;20260217;223000;75961;75987;75961;75985;307
Si;5;20260217;223500;75984;75991;75978;75978;323
Si;5;20260217;224000;75976;75980;75958;75971;247
Si;5;20260217;224500;75974;75984;75972;75979;213
Si;5;20260217;225000;75979;75996;75978;75995;187
Si;5;20260217;225500;75996;75996;75995;75995;129
Si;5;20260217;230000;75996;76022;75995;76022;890
Si;5;20260217;230500;76022;76026;76021;76025;790
Si;5;20260217;231000;76026;76047;76025;76043;502
Si;5;20260217;231500;76043;76060;76043;76060;442
Si;5;20260217;232000;76060;76089;76059;76086;473
Si;5;20260217;232500;76087;76087;76082;76082;326
Si;5;20260217;233000;76082;76086;76081;76081;303
Si;5;20260217;233500;76081;76081;76063;76063;414
Si;5;20260217;234000;76064;76087;76059;76074;241
Si;5;20260217;234500;76074;76100;76060;76100;532
Si;5;20260218;085500;76099;76099;76099;76099;163
Si;5;20260218;090000;76057;76166;76037;76113;4435
Si;5;20260218;090500;76109;76160;76092;76099;1959
Si;5;20260218;091000;76100;76115;76092;76103;580
Si;5;20260218;091500;76103;76126;76100;76113;512
Si;5;20260218;092000;76114;76134;76110;76125;838
Si;5;20260218;092500;76131;76174;76123;76173;1590
Si;5;20260218;093000;76172;76217;76168;76168;2514
Si;5;20260218;093500;76168;76193;76164;76189;650
Si;5;20260218;094000;76190;76198;76161;76165;1011
Si;5;20260218;094500;76167;76182;76165;76172;465
Si;5;20260218;095000;76172;76196;76150;76150;2235
Si;5;20260218;095500;76150;76179;76150;76158;1183
Si;5;20260218;100000;76159;76248;76110;76118;10579
Si;5;20260218;100500;76118;76202;76102;76119;10983
Si;5;20260218;101000;76117;76185;76070;76155;9303
Si;5;20260218;101500;76155;76180;76138;76167;7130
Si;5;20260218;102000;76167;76204;76140;76161;6496
Si;5;20260218;102500;76161;76180;76119;76160;5536
Si;5;20260218;103000;76160;76237;76155;76222;6918
Si;5;20260218;103500;76224;76287;76209;76229;8361
Si;5;20260218;104000;76229;76246;76106;76212;15461
Si;5;20260218;104500;76207;76245;76172;76178;3414
Si;5;20260218;105000;76178;76185;76030;76088;9443
Si;5;20260218;105500;76087;76091;75970;76033;11294
Si;5;20260218;110000;76039;76043;75946;75953;11551
Si;5;20260218;110500;75955;76016;75950;76013;7607
Si;5;20260218;111000;76013;76038;75993;76003;5536
Si;5;20260218;111500;76002;76085;76001;76048;6290
Si;5;20260218;112000;76050;76096;76033;76066;6585
Si;5;20260218;112500;76062;76075;76016;76038;4793
Si;5;20260218;113000;76038;76053;75915;75992;9642
Si;5;20260218;113500;75994;76013;75956;75974;5105
Si;5;20260218;114000;75975;76023;75957;75982;6582
Si;5;20260218;114500;75985;75999;75946;75972;4832
Si;5;20260218;115000;75972;76005;75959;75990;6208
Si;5;20260218;115500;75989;75997;75948;75954;3980
Si;5;20260218;120000;75955;75989;75933;75941;8486
Si;5;20260218;120500;75945;75965;75880;75884;10788
Si;5;20260218;121000;75884;75948;75875;75926;8093
Si;5;20260218;121500;75924;75931;75858;75904;8078
Si;5;20260218;122000;75902;75920;75860;75912;5791
Si;5;20260218;122500;75912;75942;75890;75905;5143
Si;5;20260218;123000;75909;75999;75902;75977;9412
Si;5;20260218;123500;75977;76003;75943;75956;6329
Si;5;20260218;124000;75956;75980;75900;75906;7747
Si;5;20260218;124500;75906;75962;75894;75920;9359
Si;5;20260218;125000;75914;75919;75870;75878;6875
Si;5;20260218;125500;75878;75898;75854;75860;9043
Si;5;20260218;130000;75860;75868;75837;75858;9222
Si;5;20260218;130500;75856;75867;75820;75820;8038
Si;5;20260218;131000;75821;75825;75764;75794;15018
Si;5;20260218;131500;75795;75813;75763;75802;12284
Si;5;20260218;132000;75802;75898;75780;75860;12454
Si;5;20260218;132500;75866;75934;75857;75904;12741
Si;5;20260218;133000;75904;76068;75892;76068;17238
Si;5;20260218;133500;76067;76244;76062;76207;27341
Si;5;20260218;134000;76206;76375;76203;76330;41523
Si;5;20260218;134500;76330;76375;76279;76293;24138
Si;5;20260218;135000;76288;76376;76225;76251;20943
Si;5;20260218;135500;76251;76443;76250;76403;18432
Si;5;20260218;140500;76405;76490;76376;76407;23854
Si;5;20260218;141000;76408;76460;76375;76422;12133
Si;5;20260218;141500;76423;76439;76349;76380;10553
Si;5;20260218;142000;76377;76443;76376;76412;7211
Si;5;20260218;142500;76410;76424;76356;76398;7071
Si;5;20260218;143000;76398;76416;76334;76373;9256
Si;5;20260218;143500;76372;76391;76325;76335;6694
Si;5;20260218;144000;76338;76358;76319;76334;5302
Si;5;20260218;144500;76337;76520;76334;76475;17222
Si;5;20260218;145000;76475;76516;76444;76493;4927
Si;5;20260218;145500;76493;76513;76472;76500;4619
Si;5;20260218;150000;76500;76615;76500;76516;19018
Si;5;20260218;150500;76520;76524;76435;76444;7205
Si;5;20260218;151000;76450;76488;76422;76479;3390
Si;5;20260218;151500;76481;76570;76473;76533;4664
Si;5;20260218;152000;76533;76553;76470;76474;3461
Si;5;20260218;152500;76472;76502;76457;76489;2767
Si;5;20260218;153000;76493;76551;76449;76540;6997
Si;5;20260218;153500;76540;76638;76510;76612;9298
Si;5;20260218;154000;76610;76642;76593;76638;4320
Si;5;20260218;154500;76637;76790;76637;76722;17086
Si;5;20260218;155000;76726;76770;76692;76712;5204
Si;5;20260218;155500;76714;76731;76671;76731;5230
Si;5;20260218;160000;76731;76849;76726;76791;19231
Si;5;20260218;160500;76793;76813;76744;76757;4097
Si;5;20260218;161000;76752;76850;76731;76773;13429
Si;5;20260218;161500;76777;76950;76766;76884;16411
Si;5;20260218;162000;76886;76950;76840;76848;13300
Si;5;20260218;162500;76850;76854;76750;76770;6508
Si;5;20260218;163000;76776;76809;76751;76789;4267
Si;5;20260218;163500;76789;76838;76765;76834;3345
Si;5;20260218;164000;76836;76850;76808;76815;2715
Si;5;20260218;164500;76819;76860;76811;76853;2440
Si;5;20260218;165000;76852;76853;76824;76831;3364
Si;5;20260218;165500;76832;76850;76832;76843;4939
Si;5;20260218;170000;76843;76922;76843;76866;15825
Si;5;20260218;170500;76864;76915;76864;76909;3922
Si;5;20260218;171000;76908;76946;76900;76915;5211
Si;5;20260218;171500;76915;76940;76903;76908;2625
Si;5;20260218;172000;76909;76928;76900;76912;3205
Si;5;20260218;172500;76913;76937;76869;76889;7287
Si;5;20260218;173000;76889;76981;76889;76952;6615
Si;5;20260218;173500;76949;76949;76730;76748;23749
Si;5;20260218;174000;76746;76764;76673;76703;9238
Si;5;20260218;174500;76700;76789;76691;76766;7192
Si;5;20260218;175000;76766;76792;76752;76759;2166
Si;5;20260218;175500;76757;76816;76716;76748;4457
Si;5;20260218;180000;76747;76764;76656;76671;4930
Si;5;20260218;180500;76673;76723;76637;76720;3651
Si;5;20260218;181000;76718;76772;76699;76758;2296
Si;5;20260218;181500;76761;76790;76741;76787;2364
Si;5;20260218;182000;76790;76820;76776;76808;1714
Si;5;20260218;182500;76803;76812;76761;76785;1848
Si;5;20260218;183000;76785;76820;76776;76816;1722
Si;5;20260218;183500;76813;76888;76798;76808;2951
Si;5;20260218;184000;76809;76816;76781;76792;1428
Si;5;20260218;184500;76791;76830;76747;76758;2088
Si;5;20260218;190500;76760;76777;76690;76762;1653
Si;5;20260218;191000;76763;76786;76759;76780;503
