<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Si;5;20260218;191500;76778;76783;76738;76747;524
Si;5;20260218;192000;76743;76758;76742;76748;273
Si;5;20260218;192500;76748;76771;76747;76767;344
Si;5;20260218;193000;76768;76807;76768;76807;700
Si;5;20260218;193500;76807;76830;76796;76814;609
Si;5;20260218;194000;76822;76832;76811;76815;381
Si;5;20260218;194500;76814;76823;76800;76810;314
Si;5;20260218;195000;76810;76815;76795;76801;386
Si;5;20260218;195500;76801;76806;76788;76792;319
Si;5;20260218;200000;76792;76792;76747;76749;529
Si;5;20260218;200500;76750;76758;76749;76750;377
Si;5;20260218;201000;76750;76760;76750;76756;335
Si;5;20260218;201500;76755;76756;76728;76735;952
Si;5;20260218;202000;76734;76734;76697;76715;3129
Si;5;20260218;202500;76714;76729;76705;76725;266
Si;5;20260218;203000;76725;76729;76711;76725;287
Si;5;20260218;203500;76724;76739;76724;76738;379
Si;5;20260218;204000;76737;76760;76736;76759;391
Si;5;20260218;204500;76759;76764;76757;76763;549
Si;5;20260218;205000;76765;76780;76736;76736;397
Si;5;20260218;205500;76736;76755;76724;76741;323
Si;5;20260218;210000;76747;76776;76739;76776;365
Si;5;20260218;210500;76776;76779;76768;76768;518
Si;5;20260218;211000;76768;76772;76749;76752;288
Si;5;20260218;211500;76752;76789;76743;76787;784
Si;5;20260218;212000;76789;76799;76781;76795;353
Si;5;20260218;212500;76794;76796;76776;76785;438
Si;5;20260218;213000;76784;76797;76780;76789;328
Si;5;20260218;213500;76790;76795;76788;76792;136
Si;5;20260218;214000;76792;76797;76791;76797;108
Si;5;20260218;214500;76797;76839;76793;76828;964
Si;5;20260218;215000;76826;76848;76826;76842;330
Si;5;20260218;215500;76839;76847;76816;76816;159
Si;5;20260218;220000;76816;76828;76804;76810;267
Si;5;20260218;220500;76808;76823;76808;76821;148
Si;5;20260218;221000;76822;76839;76820;76839;287
Si;5;20260218;221500;76838;76839;76834;76834;145
Si;5;20260218;222000;76836;76839;76823;76834;487
Si;5;20260218;222500;76834;76839;76824;76829;281
Si;5;20260218;223000;76828;76829;76817;76824;209
Si;5;20260218;223500;76825;76828;76821;76822;200
Si;5;20260218;224000;76822;76822;76815;76817;254
Si;5;20260218;224500;76821;76823;76810;76811;173
Si;5;20260218;225000;76811;76812;76802;76810;245
Si;5;20260218;225500;76808;76812;76804;76812;202
Si;5;20260218;230000;76811;76811;76777;76778;271
Si;5;20260218;230500;76777;76777;76756;76756;431
Si;5;20260218;231000;76758;76778;76755;76778;435
Si;5;20260218;231500;76778;76813;76778;76806;390
Si;5;20260218;232000;76801;76816;76800;76816;71
Si;5;20260218;232500;76815;76819;76810;76810;93
Si;5;20260218;233000;76810;76817;76788;76807;536
Si;5;20260218;233500;76810;76824;76806;76816;241
Si;5;20260218;234000;76816;76818;76782;76789;362
Si;5;20260218;234500;76790;76813;76754;76799;853
Si;5;20260219;085500;76780;76780;76780;76780;241
Si;5;20260219;090000;76790;76898;76790;76834;4798
Si;5;20260219;090500;76834;76850;76809;76848;2421
Si;5;20260219;091000;76848;76882;76822;76858;2409
Si;5;20260219;091500;76860;76882;76830;76846;1658
Si;5;20260219;092000;76842;76863;76836;76848;843
Si;5;20260219;092500;76847;76863;76847;76851;1102
Si;5;20260219;093000;76849;76852;76822;76824;839
Si;5;20260219;093500;76824;76880;76821;76880;1011
Si;5;20260219;094000;76879;76900;76873;76895;1588
Si;5;20260219;094500;76894;76896;76867;76890;516
Si;5;20260219;095000;76891;76964;76890;76933;3040
Si;5;20260219;095500;76933;76938;76894;76894;853
Si;5;20260219;100000;76890;76927;76693;76741;12359
Si;5;20260219;100500;76742;76742;76605;76621;10597
Si;5;20260219;101000;76623;76623;76553;76557;15152
Si;5;20260219;101500;76556;76666;76537;76665;7277
Si;5;20260219;102000;76664;76666;76573;76588;6275
Si;5;20260219;102500;76587;76606;76512;76541;15770
Si;5;20260219;103000;76543;76550;76499;76510;8585
Si;5;20260219;103500;76511;76566;76490;76539;11967
Si;5;20260219;104000;76538;76660;76538;76617;5878
Si;5;20260219;104500;76620;76691;76599;76614;4652
Si;5;20260219;105000;76612;76628;76469;76482;17878
Si;5;20260219;105500;76482;76500;76365;76390;31427
Si;5;20260219;110000;76390;76405;76338;76370;49476
Si;5;20260219;110500;76369;76395;76224;76340;32428
Si;5;20260219;111000;76342;76454;76328;76400;9159
Si;5;20260219;111500;76400;76500;76344;76454;11813
Si;5;20260219;112000;76454;76486;76415;76426;4748
Si;5;20260219;112500;76426;76439;76345;76378;5693
Si;5;20260219;113000;76380;76392;76315;76378;4990
Si;5;20260219;113500;76379;76444;76369;76435;4954
Si;5;20260219;114000;76435;76435;76322;76329;6897
Si;5;20260219;114500;76330;76332;76253;76304;12111
Si;5;20260219;115000;76301;76328;76278;76323;3579
Si;5;20260219;115500;76324;76334;76300;76301;3743
Si;5;20260219;120000;76301;76305;76260;76287;8677
Si;5;20260219;120500;76288;76306;76233;76234;7786
Si;5;20260219;121000;76237;76322;76210;76288;7749
Si;5;20260219;121500;76288;76308;76260;76289;5687
Si;5;20260219;122000;76288;76343;76275;76343;5650
Si;5;20260219;122500;76342;76410;76326;76408;7392
Si;5;20260219;123000;76403;76416;76361;76387;5223
Si;5;20260219;123500;76385;76452;76380;76411;7183
Si;5;20260219;124000;76412;76426;76372;76384;2600
Si;5;20260219;124500;76380;76397;76348;76361;3127
Si;5;20260219;125000;76361;76395;76345;76348;2875
Si;5;20260219;125500;76350;76410;76336;76402;3911
Si;5;20260219;130000;76404;76494;76399;76494;5015
Si;5;20260219;130500;76493;76545;76484;76525;6284
Si;5;20260219;131000;76526;76590;76525;76549;5700
Si;5;20260219;131500;76547;76569;76520;76549;5270
Si;5;20260219;132000;76556;76564;76514;76526;2959
Si;5;20260219;132500;76527;76540;76436;76442;4792
Si;5;20260219;133000;76442;76516;76427;76435;3658
Si;5;20260219;133500;76435;76435;76252;76281;7370
Si;5;20260219;134000;76283;76372;76255;76320;7565
Si;5;20260219;134500;76320;76363;76286;76328;5499
Si;5;20260219;135000;76328;76435;76282;76414;8534
Si;5;20260219;135500;76410;76430;76292;76342;5847
Si;5;20260219;140500;76360;76530;76360;76530;9812
Si;5;20260219;141000;76529;76617;76523;76580;15589
Si;5;20260219;141500;76583;76640;76548;76550;6271
Si;5;20260219;142000;76549;76584;76530;76548;3340
Si;5;20260219;142500;76548;76610;76542;76606;4772
Si;5;20260219;143000;76606;76642;76583;76610;5297
Si;5;20260219;143500;76612;76669;76596;76651;5391
Si;5;20260219;144000;76653;76680;76646;76655;6163
Si;5;20260219;144500;76656;76670;76613;76631;6403
Si;5;20260219;145000;76631;76665;76630;76636;4042
Si;5;20260219;145500;76636;76649;76606;76626;2411
Si;5;20260219;150000;76627;76680;76626;76636;5820
Si;5;20260219;150500;76634;76657;76626;76633;3137
Si;5;20260219;151000;76633;76641;76617;76639;2477
Si;5;20260219;151500;76639;76680;76637;76655;3960
Si;5;20260219;152000;76655;76656;76649;76654;3306
Si;5;20260219;152500;76653;76654;76555;76606;10111
Si;5;20260219;153000;76606;76627;76568;76622;5597
Si;5;20260219;153500;76616;76718;76609;76676;8027
Si;5;20260219;154000;76676;76700;76670;76684;4068
Si;5;20260219;154500;76684;76699;76669;76682;4564
Si;5;20260219;155000;76685;76700;76630;76654;6964
Si;5;20260219;155500;76654;76661;76615;76617;3543
Si;5;20260219;160000;76617;76638;76563;76605;8348
Si;5;20260219;160500;76605;76619;76574;76579;4615
Si;5;20260219;161000;76577;76638;76495;76577;11722
Si;5;20260219;161500;76577;76580;76500;76524;6170
Si;5;20260219;162000;76523;76541;76478;76480;4741
Si;5;20260219;162500;76481;76495;76428;76452;6283
Si;5;20260219;163000;76452;76470;76382;76454;19269
Si;5;20260219;163500;76454;76487;76435;76482;4351
Si;5;20260219;164000;76481;76490;76415;76437;4967
Si;5;20260219;164500;76441;76473;76426;76471;5312
Si;5;20260219;165000;76470;76485;76377;76419;7757
Si;5;20260219;165500;76420;76424;76289;76291;12151
Si;5;20260219;170000;76294;76302;76260;76283;15190
Si;5;20260219;170500;76282;76326;76278;76317;5609
Si;5;20260219;171000;76317;76354;76313;76343;4472
Si;5;20260219;171500;76343;76345;76305;76307;2212
Si;5;20260219;172000;76307;76311;76280;76290;3633
Si;5;20260219;172500;76290;76298;76267;76270;3195
Si;5;20260219;173000;76271;76287;76106;76129;25249
Si;5;20260219;173500;76129;76168;76129;76129;20205
Si;5;20260219;174000;76129;76147;76129;76137;7721
Si;5;20260219;174500;76137;76196;76133;76192;6442
Si;5;20260219;175000;76192;76258;76183;76248;7292
Si;5;20260219;175500;76248;76248;76177;76192;6002
Si;5;20260219;180000;76193;76193;76145;76154;3962
Si;5;20260219;180500;76155;76186;76131;76170;6231
Si;5;20260219;181000;76173;76192;76165;76167;5780
Si;5;20260219;181500;76166;76202;76140;76160;8354
Si;5;20260219;182000;76160;76163;76120;76129;6909
Si;5;20260219;182500;76129;76158;76128;76146;5163
Si;5;20260219;183000;76147;76179;76144;76174;2890
Si;5;20260219;183500;76175;76180;76169;76177;1873
Si;5;20260219;184000;76176;76183;76169;76183;2478
Si;5;20260219;184500;76183;76197;76176;76179;1814
Si;5;20260219;190500;76195;76235;76178;76233;2851
Si;5;20260219;191000;76234;76243;76231;76236;1132
Si;5;20260219;191500;76236;76237;76190;76191;1341
Si;5;20260219;192000;76196;76240;76196;76239;698
Si;5;20260219;192500;76240;76248;76234;76238;437
Si;5;20260219;193000;76238;76238;76214;76224;258
Si;5;20260219;193500;76224;76234;76212;76232;518
Si;5;20260219;194000;76234;76272;76234;76245;1277
Si;5;20260219;194500;76247;76266;76236;76238;883
Si;5;20260219;195000;76237;76265;76236;76261;783
Si;5;20260219;195500;76261;76271;76239;76271;579
Si;5;20260219;200000;76272;76280;76248;76250;991
Si;5;20260219;200500;76250;76262;76244;76244;297
Si;5;20260219;201000;76244;76252;76243;76245;201
Si;5;20260219;201500;76248;76252;76244;76248;118
Si;5;20260219;202000;76248;76248;76220;76223;832
Si;5;20260219;202500;76222;76236;76212;76218;200
Si;5;20260219;203000;76219;76227;76198;76212;563
Si;5;20260219;203500;76210;76217;76180;76196;636
Si;5;20260219;204000;76198;76198;76173;76186;441
Si;5;20260219;204500;76186;76196;76177;76193;389
Si;5;20260219;205000;76197;76198;76187;76189;260
Si;5;20260219;205500;76189;76200;76188;76199;183
Si;5;20260219;210000;76199;76218;76195;76210;235
Si;5;20260219;210500;76211;76219;76200;76201;490
Si;5;20260219;211000;76204;76206;76197;76203;110
Si;5;20260219;211500;76202;76203;76194;76203;167
Si;5;20260219;212000;76203;76219;76202;76219;129
Si;5;20260219;212500;76217;76232;76190;76205;608
Si;5;20260219;213000;76204;76229;76195;76221;309
Si;5;20260219;213500;76213;76215;76206;76212;215
Si;5;20260219;214000;76211;76214;76207;76212;96
Si;5;20260219;214500;76211;76212;76200;76200;198
Si;5;20260219;215000;76200;76207;76197;76206;118
Si;5;20260219;215500;76206;76215;76206;76215;77
Si;5;20260219;220000;76218;76254;76218;76230;514
Si;5;20260219;220500;76232;76238;76230;76235;254
Si;5;20260219;221000;76235;76236;76230;76236;311
Si;5;20260219;221500;76239;76247;76236;76246;93
Si;5;20260219;222000;76245;76257;76245;76254;187
Si;5;20260219;222500;76257;76265;76254;76257;382
Si;5;20260219;223000;76255;76256;76243;76246;117
Si;5;20260219;223500;76248;76261;76248;76260;201
Si;5;20260219;224000;76257;76260;76247;76249;146
Si;5;20260219;224500;76247;76259;76246;76248;243
Si;5;20260219;225000;76248;76251;76232;76233;312
Si;5;20260219;225500;76232;76242;76228;76230;943
Si;5;20260219;230000;76231;76250;76231;76246;522
Si;5;20260219;230500;76247;76247;76230;76231;193
Si;5;20260219;231000;76232;76232;76215;76215;253
Si;5;20260219;231500;76214;76215;76198;76200;264
Si;5;20260219;232000;76199;76200;76196;76200;125
Si;5;20260219;232500;76200;76203;76197;76200;116
Si;5;20260219;233000;76202;76203;76197;76199;192
Si;5;20260219;233500;76200;76213;76200;76201;228
Si;5;20260219;234000;76201;76236;76201;76226;1107
Si;5;20260219;234500;76227;76234;76210;76210;434
Si;5;20260220;085500;76230;76230;76230;76230;6
Si;5;20260220;090000;76230;76323;76226;76273;2939
Si;5;20260220;090500;76276;76330;76255;76320;1533
Si;5;20260220;091000;76319;76339;76298;76304;1607
Si;5;20260220;091500;76305;76341;76289;76302;1234
Si;5;20260220;092000;76310;76325;76274;76281;1055
Si;5;20260220;092500;76282;76282;76246;76260;767
Si;5;20260220;093000;76255;76277;76241;76261;922
Si;5;20260220;093500;76262;76269;76238;76248;491
Si;5;20260220;094000;76250;76263;76163;76183;2439
Si;5;20260220;094500;76181;76210;76123;76186;3205
Si;5;20260220;095000;76190;76244;76189;76231;1231
Si;5;20260220;095500;76228;76237;76207;76207;880
Si;5;20260220;100000;76212;76314;76153;76232;11256
Si;5;20260220;100500;76233;76278;76232;76255;3384
Si;5;20260220;101000;76255;76442;76254;76440;15620
Si;5;20260220;101500;76441;76500;76407;76432;14198
Si;5;20260220;102000;76431;76475;76410;76440;10539
Si;5;20260220;102500;76439;76457;76412;76439;5335
Si;5;20260220;103000;76439;76450;76386;76405;5074
Si;5;20260220;103500;76405;76445;76396;76422;5566
Si;5;20260220;104000;76422;76479;76418;76437;6960
Si;5;20260220;104500;76434;76469;76424;76436;5225
Si;5;20260220;105000;76436;76438;76413;76413;4731
Si;5;20260220;105500;76414;76420;76365;76377;7367
Si;5;20260220;110000;76378;76466;76373;76418;9534
Si;5;20260220;110500;76419;76443;76385;76393;10717
Si;5;20260220;111000;76398;76422;76345;76375;6603
Si;5;20260220;111500;76375;76377;76353;76363;2806
Si;5;20260220;112000;76364;76385;76252;76266;20123
Si;5;20260220;112500;76265;76300;76241;76280;24660
Si;5;20260220;113000;76281;76310;76251;76258;26766
Si;5;20260220;113500;76261;76316;76217;76304;31397
Si;5;20260220;114000;76305;76372;76266;76360;24642
Si;5;20260220;114500;76363;76617;76361;76586;26418
Si;5;20260220;115000;76585;76665;76565;76567;14229
Si;5;20260220;115500;76567;76572;76497;76505;7966
Si;5;20260220;120000;76510;76580;76487;76570;10713
Si;5;20260220;120500;76571;76585;76545;76572;6027
Si;5;20260220;121000;76571;76605;76561;76580;9493
Si;5;20260220;121500;76580;76620;76580;76584;5228
Si;5;20260220;122000;76584;76610;76532;76542;6435
Si;5;20260220;122500;76544;76560;76512;76512;3315
Si;5;20260220;123000;76513;76597;76509;76576;4447
Si;5;20260220;123500;76576;76637;76576;76591;5769
Si;5;20260220;124000;76591;76617;76524;76557;5047
Si;5;20260220;124500;76557;76572;76467;76468;7258
Si;5;20260220;125000;76469;76513;76430;76500;4851
Si;5;20260220;125500;76502;76530;76488;76520;3132
Si;5;20260220;130000;76520;76544;76520;76532;4160
Si;5;20260220;130500;76532;76588;76524;76563;4111
Si;5;20260220;131000;76563;76591;76520;76520;2862
Si;5;20260220;131500;76520;76577;76489;76542;5339
Si;5;20260220;132000;76543;76584;76516;76562;4104
Si;5;20260220;132500;76562;76590;76555;76581;3110
Si;5;20260220;133000;76581;76640;76539;76590;8817
Si;5;20260220;133500;76590;76640;76590;76633;6039
Si;5;20260220;134000;76634;76750;76584;76698;17413
Si;5;20260220;134500;76698;76974;76698;76840;41415
Si;5;20260220;135000;76839;76900;76819;76888;12381
Si;5;20260220;135500;76889;76900;76820;76874;8381
Si;5;20260220;140500;76874;76890;76848;76874;14555
Si;5;20260220;141000;76871;76879;76793;76809;7975
Si;5;20260220;141500;76813;76824;76754;76771;5343
Si;5;20260220;142000;76776;76810;76750;76750;5061
Si;5;20260220;142500;76750;76770;76709;76739;6762
Si;5;20260220;143000;76739;76784;76720;76759;7586
Si;5;20260220;143500;76759;76824;76749;76799;7365
Si;5;20260220;144000;76799;76829;76768;76796;6719
Si;5;20260220;144500;76796;76817;76720;76788;7323
Si;5;20260220;145000;76788;76850;76765;76770;6130
Si;5;20260220;145500;76770;76771;76638;76646;16285
Si;5;20260220;150000;76649;76688;76625;76632;21450
Si;5;20260220;150500;76633;76679;76600;76658;26296
Si;5;20260220;151000;76662;76732;76580;76727;26157
Si;5;20260220;151500;76731;76739;76690;76717;3941
Si;5;20260220;152000;76720;76726;76642;76687;6507
Si;5;20260220;152500;76691;76694;76675;76692;2727
Si;5;20260220;153000;76693;76728;76691;76721;4276
Si;5;20260220;153500;76722;76726;76675;76701;2951
Si;5;20260220;154000;76701;76710;76653;76660;3093
Si;5;20260220;154500;76659;76707;76649;76706;8390
Si;5;20260220;155000;76708;76746;76698;76746;6225
Si;5;20260220;155500;76746;76773;76721;76734;8506
Si;5;20260220;160000;76736;76756;76710;76753;6351
Si;5;20260220;160500;76756;76791;76729;76783;6670
Si;5;20260220;161000;76784;76823;76754;76760;5320
Si;5;20260220;161500;76761;76809;76760;76771;3808
Si;5;20260220;162000;76769;76778;76731;76731;5501
Si;5;20260220;162500;76733;76741;76665;76673;3446
Si;5;20260220;163000;76679;76703;76630;76694;6858
Si;5;20260220;163500;76695;76717;76689;76695;2375
Si;5;20260220;164000;76694;76696;76656;76683;2952
Si;5;20260220;164500;76683;76696;76671;76686;3060
Si;5;20260220;165000;76689;76704;76640;76672;4899
Si;5;20260220;165500;76672;76745;76672;76733;5584
Si;5;20260220;170000;76732;76738;76670;76698;2871
Si;5;20260220;170500;76699;76715;76666;76700;2513
Si;5;20260220;171000;76703;76708;76682;76700;2015
Si;5;20260220;171500;76703;76705;76641;76654;4031
Si;5;20260220;172000;76657;76673;76640;76644;2461
Si;5;20260220;172500;76645;76646;76592;76602;3046
Si;5;20260220;173000;76605;76634;76561;76631;4069
Si;5;20260220;173500;76631;76676;76620;76655;3493
Si;5;20260220;174000;76655;76659;76620;76646;3084
Si;5;20260220;174500;76648;76719;76646;76681;3797
Si;5;20260220;175000;76682;76695;76669;76684;2780
Si;5;20260220;175500;76684;76756;76650;76753;7141
Si;5;20260220;180000;76754;76757;76696;76751;6074
Si;5;20260220;180500;76751;76751;76693;76696;4901
Si;5;20260220;181000;76690;76690;76623;76630;3991
Si;5;20260220;181500;76630;76646;76615;76642;4315
Si;5;20260220;182000;76644;76658;76628;76632;3432
Si;5;20260220;182500;76632;76649;76612;76644;3518
Si;5;20260220;183000;76644;76691;76639;76663;2091
Si;5;20260220;183500;76664;76684;76655;76655;1996
Si;5;20260220;184000;76656;76662;76639;76639;1593
Si;5;20260220;184500;76639;76648;76605;76605;1685
Si;5;20260220;190500;76612;76647;76591;76629;1827
Si;5;20260220;191000;76629;76630;76577;76582;1450
Si;5;20260220;191500;76580;76592;76575;76592;576
Si;5;20260220;192000;76594;76628;76591;76624;615
Si;5;20260220;192500;76628;76642;76621;76640;496
Si;5;20260220;193000;76641;76692;76638;76676;1449
Si;5;20260220;193500;76683;76687;76647;76657;613
Si;5;20260220;194000;76657;76657;76634;76649;411
Si;5;20260220;194500;76646;76680;76636;76662;568
Si;5;20260220;195000;76662;76686;76644;76678;597
Si;5;20260220;195500;76679;76686;76654;76654;389
Si;5;20260220;200000;76656;76660;76652;76653;151
Si;5;20260220;200500;76653;76655;76637;76655;430
Si;5;20260220;201000;76654;76657;76647;76657;220
Si;5;20260220;201500;76658;76661;76653;76660;126
Si;5;20260220;202000;76660;76666;76653;76661;465
Si;5;20260220;202500;76658;76666;76628;76639;1015
